Epoch,Acc_Real,Acc_Fake,G_Loss,D_Loss
1,0.0,0.0,0.12693020701408386,0.20810195803642273
2,0.0,0.0,0.07017290592193604,0.3184090852737427
1,0.0,0.0,0.20222434401512146,0.24124766886234283
2,0.0,0.0,0.5583276748657227,0.5815099477767944
